text,label
Anh Tùng chuẩn bị slide tiếng Tây Ban Nha cho buổi thuyết trình với đối tác tuần sau đi nhé,Soạn báo cáo
Sếp hỏi thêm về cái quy trình xin visa cho bạn Tùng giúp em với,Giao việc
a Tuấn ơi approve kế hoạch phân công nhân sự cho dự án hệ thống dịch vụ di động 3.5 giúp nhóm vs,Phê duyệt
cf lại danh sách nhân sự tham gia gala dinner giúp c,Giao việc
a Nam ơi approve đề xuất hợp tác với đối tác thiết bị cho Rộng xử lý tiếp nhé,Phê duyệt
Sang review rùi chốt bộ guideline rebranding mới của cty nha,Phê duyệt
a Tuấn set call với đội nghiên cứu phát triển về roadmap sản phẩm Q2 giúp e với,Lên lịch họp
a Nam ơi chuyển tiếp tài liệu bản đề xuất cũ để nhóm dùng làm reference khi viết bản mới nhé,Gửi/Trả lời email
Bà Vy bả báo vs sếp Hùng là m rảnh thì check mấy con bug của tụi dev r nha để bả biết r bả cập nhật lại nhe,Giao việc
Bích book phòng training kỹ năng chốt sale cho mấy bé mới vô 2h chiều t6 nhe,Lên lịch họp
"Duy ơi chuyển tiếp danh sách nhân sự cần cấp/xóa quyền cho Phương nhé, Linh đã xác nhận",Gửi/Trả lời email
"a Nam ơi sàn giao dịch đã whitelist IP mới chưa ạ, em cần xác nhận trước khi triển khai",Giao việc
Ông Minh ổng hỏi m rảnh thì gửi mấy cái ý tưởng cho tờ báo r nha m vô check nhe ổng bảo cái vụ tuần này có vẻ ổn r,Giao việc
Vy rảnh thì gọi lên tổng đài báo họ hủy hết dịch vụ quốc tế của cty mình nhe do dạo này chi phí điện thoại tăng vọt quá r,Giao việc
Khang làm cái báo cáo kết quả chạy A/B testing ads fb đợt rồi,Soạn báo cáo
Lan xem lại cái KV tết rồi confirm chốt để mai t gửi xưởng in,Phê duyệt
Sơn lên danh sách ứng viên r gửi lại cái lịch trống cho bên HR nhe để tuần sau ngta mời họ vô phòng phỏng vấn đàng hoàng nha,Giao việc
Điểm vướng mắc lớn nhất là việc giải quyết vấn đề cam kết hỗ trợ kỹ thuật đối với ứng dụng phần mềm mà khách hàng đang sử dụng,Lên lịch họp
Xuyến tạo file tính khấu hao tài sản cố định văn phòng năm nay giúp a,Soạn báo cáo
Tín book lịch họp online với đối tác cung cấp nguyên liệu mùng 5 cho t.,Lên lịch họp
anh Tuấn check xem nguyên nhân nào gây ra cái lỗi đường dẫn file này nha r báo e để e xóa cái trang thứ hai khỏi luồng xử lý luôn,Giao việc
t vừa gửi invite họp chiều thứ sáu r nha mấy m nhớ accept rồi coi trước tài liệu a Sơn gửi trong mail để vô họp đỡ mất thời gian giải thích lại từ đầu,Lên lịch họp
Chị mang cái thiết kế này lên cho anh Tùng duyệt luôn cho nóng,Phê duyệt
em Minh gửi file báo cáo Accounts Receivable cho Amy trước buổi họp ban lãnh đạo thứ 2,Gửi/Trả lời email
bách duyệt báo cáo lưu chuyển tiền tệ tháng 8 giùm phòng tài chính,Phê duyệt
Lượng viết báo cáo giải trình chênh lệch giá mua thùng carton thực tế so với giá dự toán,Soạn báo cáo
"Tuấn chuẩn bị tài liệu trình chiếu pitching cho buổi gặp đối tác lớn thứ 4 nhé, cần có case study sàn giao dịch",Soạn báo cáo
t thấy có bug phần thanh toán m check fix thử xem,Giao việc
Mng soạn cái plan chi tiết cho buổi họp với đối tác dự án sắp tới giúp em nha,Soạn báo cáo
Sếp nhờ m lấy báo giá in lại nguyên bộ tài liệu hướng dẫn sử dụng mới trong lúc chờ team dev họ update lại cái tính năng tìm kiếm trên app nha,Giao việc
anh Toàn giải thích rằng các bài kiểm tra tải dữ liệu lên hệ thống chưa thành công và đáng lẽ chi nhánh đối tác phải chịu trách nhiệm cung cấp toàn bộ dữ liệu này,Lên lịch họp
Kiên rep mail khách xin thêm cái link demo sản phẩm nhé,Gửi/Trả lời email
Anh Hưng cảm thấy rất ấn tượng với tiến độ dự án nên đã phản hồi email và đóng góp thêm vài lời khuyên hữu ích cho đội ngũ của anh Hải,Gửi/Trả lời email
tớ sẽ fw cái báo cáo cho ông xem xong hỏi luôn vụ bên Airborne Freight,Gửi/Trả lời email
Thảo coi bản draft video tvc 8/3 xem ô kê chưa rồi báo c chốt với agency,Phê duyệt
A Dũng bảo việc cài phần mềm k làm gián đoạn cuộc họp chiều nay đâu,Lên lịch họp
Anh Tuấn khuyên c Lan cứ chủ động đặt vé trước để đảm bảo tuân thủ quy định mua vé sớm mười bốn ngày của cty trong lúc chờ ý kiến xác nhận,Giao việc
Mạc làm báo cáo số lượng lead thu về từ cái event offline cuối tuần nha,Soạn báo cáo
gửi email báo cáo tình trạng lỗi server cho bên dev team xử lý lẹ nhe,Gửi/Trả lời email
Khải nhớ gia hạn cái chứng chỉ ssl trc ngày 25 k web sập á,Tạo nhắc nhở
Hiền tổng hợp biên bản báo cáo tiến độ thu hồi các khoản nợ xấu của tệp khách B2B Q1,Soạn báo cáo
quỳnh duyệt danh sách khách hàng dc xét duyệt nâng hạng thẻ vip tháng này,Phê duyệt
Trang gọi cho ứng viên dev lúc sáng để hẹn lại giờ phỏng vấn giúp mình.,Giao việc
c Châu báo email của a Hùng bị lỗi nên nhờ c Vy sắp xếp lại lịch họp cho hai bên r cuối cùng chốt là sáng thứ hai sẽ trao đổi qua đt nha,Lên lịch họp
"anh Nam đặt call với đội Ấn Độ lúc 8h sáng thứ 4 nhé, cần xác nhận thêm về tài liệu đặc tả kỹ thuật",Lên lịch họp
M hỏi lại sếp Hùng xem cái bug này có liên quan gì tới database k nha để t biết đường mò mẫm fix tiếp chứ giờ k có manh mối gì hết,Giao việc
Diện tạo file excel danh sách khách mời tham dự event họp báo ra mắt sp nhe,Soạn báo cáo
Long sắp xếp lại phòng họp vs workstation cho đợt training tới nhe,Giao việc
sáng vào Kiên cấp quyền aws cho dev mới trc 10h sáng giùm c,Tạo nhắc nhở
e set lịch pv vs ứng viên đó vào đầu tuần tới giùm a nha,Lên lịch họp
Chị Linh rà soát lại cái tài liệu quy trình rồi cập nhật mấy chỗ cần thiết đi,Giao việc
Nhàn confirm mức phạt ncc giao hàng trễ tiến độ để t làm biên bản,Phê duyệt
sếp Phát duyệt chọn bệnh viện đa khoa hoàn mỹ để khám sức khỏe định kỳ ạ,Phê duyệt
Bình chốt vị trí đặt billboard ngoài trời ở ngã tư sở để t làm hđ,Phê duyệt
nhớ phản hồi thư của đại lý đính kèm bản quét giấy chứng nhận vệ sinh an toàn thực phẩm nhé,Gửi/Trả lời email
Chị Nga đang soạn tài liệu tóm tắt cho anh Bách và chị Yến về nội dung của cuộc họp vừa qua tại công ty để mọi người cùng nắm bắt,Soạn báo cáo
Duy chuẩn bị bản kế hoạch kiểm thử máy chủ Java gửi cho Lisa trước thứ 6,Soạn báo cáo
viễn chốt danh sách mua bài PR media đợt black friday trc 3h chiều nay đi,Phê duyệt
Quang chốt cái list booking báo PR đợt này rùi báo finance chuyển tiền,Phê duyệt
cả đội đang nỗ lực hoàn thiện ý tưởng để sớm ra mắt hệ thống hoạt động hoàn toàn trên nền tảng web,Lên lịch họp
M tranh thủ làm xong cái báo cáo chi phí công tác tuần trước r gửi a nhe để kế toán họ kịp chốt lương trước ngày mùng 5,Giao việc
Ngân lên nháp mấy cái thẻ tên cho nhân viên mới onboard nhé,Soạn báo cáo
huy đóng gói r gửi mail cái file source thiết kế cho bên in ấn nhé,Gửi/Trả lời email
Hiếu duyệt đề xuất mua ghế công thái học cho team dev nhe,Phê duyệt
My lên lịch phỏng vấn đánh giá thử việc cho 3 bạn intern marketing trong tuần này nhé.,Lên lịch họp
Duy rà soát lại nhánh main trên git cho ổn định r hẵng tạo nhánh mới,Giao việc
anh hỏi thử bên đó cài đặt xong server chưa và có cần mình support phần cấu hình không nhé,Giao việc
Sắp xếp buổi thương lượng gia hạn hợp đồng thuê mặt bằng với chủ nhà vào trưa t3.,Lên lịch họp
"Lan ơi xác nhận lịch họp với đội Chicago vào ngày 26 chưa, họ đang hỏi",Lên lịch họp
Ngọc soạn sẵn 10 bộ sales kit xịn vô túi giấy xách cty trc trưa mai để chiều team mình đi hội chợ,Tạo nhắc nhở
Thúy set cái meeting gấp để bàn vụ đổi supplier giấy in ngay bây giờ luôn c.,Lên lịch họp
Mai mang file đi in 20 cuốn catalog kẹp file gửi khách trc 4h chiều t ghé lấy,Tạo nhắc nhở
Book phòng họp VIP để sếp tiếp đoàn thanh tra liên ngành vào sáng thứ 5 nhe.,Lên lịch họp
m hỏi ông Hùng xem lúc ổng dạy training có bị lỗi cái con bug đó k nhe để t biết đường fix lại chứ k lại bị chửi um lên nữa,Giao việc
A check lại mấy cái form login xem có đúng chuẩn k nha để e còn báo bên kỹ thuật chốt luôn k thôi lại lỡ mất tiến độ,Giao việc
Vy vô base duyệt lệnh refund cho chị khách q7 trc 3h chiều để e ck lại ngta nha c,Tạo nhắc nhở
thu duyệt form đăng ký mua bảo hiểm sức khoẻ cho người nhà của nv nha,Phê duyệt
anh có mấy cái tech details này nên em book phòng họp để team mình thảo luận cho rõ nghen,Lên lịch họp
a vào đổi lại cờ DownloadCriteriaID sang chế độ live giúp e nha vì lúc nãy a test xong quên set lại làm hệ thống k chạy đc chức năng báo cáo r,Giao việc
Trâm tạo file bc tiến độ daily task r ném link vô group cho ae update nha,Soạn báo cáo
Khang fwd lại cái mail danh sách alias cho t dc ko,Gửi/Trả lời email
gửi thư điện tử báo giá dịch vụ dọn dẹp vệ sinh cho văn phòng mới giúp mình nhé,Gửi/Trả lời email
Quyên hẹn lịch làm việc với luật sư tư vấn sở hữu trí tuệ thứ 3 nha.,Lên lịch họp
Việt đợt này cảnh sát phòng cháy chữa cháy của thành phố đang đi kiểm tra gắt gao các kho chứa hàng hóa dễ cháy nổ trên địa bàn quận mình đó em. Hôm qua họ có để lại một tờ biểu mẫu yêu cầu chúng ta phải tự kê khai số lượng bình chữa cháy và lối thoát hiểm. E điền đầy đủ thông tin rồi nộp biên bản kiểm tra phòng cháy chữa cháy trước ngày thứ tư để họ nghiệm thu nhé,Tạo nhắc nhở
làm cái slide tổng kết ý tưởng của các team tham gia cuộc thi hackathon nội bộ tuần trước nhe,Soạn báo cáo
anh Phúc set up cái call Webex để demo app cho bên đối tác giùm em,Lên lịch họp
Sắp xếp buổi đào tạo quy trình phản hồi khiếu nại cho các bạn CSKH mới vào sáng t6.,Lên lịch họp
Chị Hà làm cái list 30 khách hàng tiềm năng gửi phòng sale chạy campaign mới đi,Soạn báo cáo
t sẽ check lại kinh nghiệm db của bạn ý m rảnh mai phỏng vấn k,Lên lịch họp
sếp cf lại xem mình có được phép xóa bản build cũ của ứng dụng PlanetRx trên server không,Phê duyệt
Mọi người nhớ gửi nội dung r e ghép vô bản tin cty nhe,Tạo nhắc nhở
b tạo nhắc nhở thử khởi động lại máy tính ở chế độ an toàn xem sao nha,Tạo nhắc nhở
Book phòng họp nhỏ để team CSKH mổ xẻ nguyên nhân các case khách chửi tuần rồi vào 3h t5,Lên lịch họp
Lan nhờ Duy xây dựng kịch bản kiểm thử tải cho máy chủ Java rồi báo cáo lại nhé,Giao việc
Giám đốc approve gấp cái hóa đơn thanh toán tiền server tháng này để kế toán đi lệnh,Phê duyệt
Sơn chốt ngay cái timeline di chuyển ứng dụng cho khách hàng giùm a nhe sếp Dũng đang dí deadline gắt lắm nên team mình phải làm xong gọn gàng trong hôm nay,Giao việc
Khoa nhớ làm đề nghị hoàn ứng đợt đi Đà Nẵng trc EOD hnay nha em,Tạo nhắc nhở
M hỏi 3 ông sếp coi có muốn xài cái bản ổn định trước khi tạo bản mới k nha do nãy ổng phàn nàn k muốn dùng bản chính vì sợ xung đột,Giao việc
M hỏi thử bà Lan coi bả có đang kiếm xe k nha nãy ổng bảo muốn pass lại chiếc Mustang á bả rảnh thì liên hệ ổng nhe,Giao việc
em lấy bản build mới nhất trên server về test hồi quy giúp anh,Giao việc
Hảo xuất data làm báo cáo lưu lượng truy cập gian hàng shopee đợt sale 11/11,Soạn báo cáo
Tuấn set lịch kickoff dự án hackathon nội bộ vào chiều t6 nha e.,Lên lịch họp
Kiên kiếm chỗ mua máy Jornada rẻ hơn cho em Lan nha,Giao việc
A Sơn báo đã có card mạng r đợi đi công tác Dallas về sẽ cài đặt nhe,Giao việc
Ông ráng chốt cái deal này trước cuối tháng 9 nha,Giao việc
em Tuấn giao Linh contact đối tác lớn hỏi về khoản thanh toán còn tồn đọng nhé,Giao việc
Kêu bạn Đức fwd cái mail file budget plan Q2 qua cho c xem lại cái,Gửi/Trả lời email
mọi người hoàn thiện nốt cái tài liệu đặc tả chức năng rồi gửi t nha,Soạn báo cáo
Phương cbi 3 bộ onboarding kit sổ bút áo thun để sẵn trên bàn trc 8h sáng mai đón newbie nha,Tạo nhắc nhở
Team đóng góp ý kiến cho cái bản thuyết trình của c Lan lẹ nhe,Giao việc
Uy lên báo cáo pr clipping gom hết link bài báo viết về đợt ra mắt sp hqua nhe,Soạn báo cáo
Bà Lan bả hỏi m có muốn mua chiếc xe k r bả giảm giá cho nhe m rảnh thì nhắn bả tiếng để bả biết r bán cho người khác nhe,Gửi/Trả lời email
sếp Minh duyệt chương trình giảm giá 20% cho dịp Black Friday giùm em,Phê duyệt
c Phương điền xong form audit đánh giá ISO r submit hệ thống trc EOD nay nha chị sếp hối qa chừng,Tạo nhắc nhở
nếu ông Phương k có comment gì thì t approve luôn cái file này nhe,Phê duyệt
việt duyệt đề xuất mua thêm máy pha cafe hạt cho khu pantry văn phòng,Phê duyệt
Tâm gom link làm file báo cáo pr clipping đợt ra mắt thương hiệu mới nha,Soạn báo cáo
Trung fwd mail cho 2 ổng xin feedback về cái deal đợt này xem sao,Gửi/Trả lời email
Vũ lập file excel báo cáo tỉ lệ hoàn đơn của các bên vận chuyển tháng này,Soạn báo cáo
Tuấn hỏi giúp t Mai xem công việc kiểm thử tải máy chủ đã có người nhận chưa chưa,Giao việc
a Tuấn sắp xếp thời gian r báo lại để a book lịch họp team kỹ thuật cập nhật tiến độ dự án Liberate vào chiều thứ sáu tuần này nhe,Lên lịch họp
Khung mười hai giờ trưa thứ hai k khả thi đâu nha sếp Hùng ơi,Lên lịch họp
Nhớ nhắc mn trong team lưu ý mấy cái vụ quản lý thiết bị không dây nha r m rảnh thì hỗ trợ tụi nó nhe chứ sếp đang than phiền vụ này lắm,Tạo nhắc nhở
rep mail đính kèm cái contract đã approve cho bên AT&T nha,Gửi/Trả lời email
anh Hiếu xác nhận đây là sự thay đổi giữa các phiên bản phần mềm khác nhau,Phê duyệt
t type sẵn cái memo về việc chỉnh màn hình lên 3 inches r đó,Soạn báo cáo
Chị Vy báo chi tiết vụ đặt phòng cho c Bích tại khách sạn Hyatt nhe,Giao việc
Vũ chốt danh sách khách mời thu âm podcast mùa 2 để e liên hệ,Phê duyệt
Nhân forward cái mail thông báo tăng giá nguyên liệu từ ncc cho t xem thử,Gửi/Trả lời email
Cường set lịch call với team outsource ấn độ lúc 2h chiều mai để test API.,Lên lịch họp
chiều t6 trc 5h Quang update xong số kpi tháng vô sheet nhe,Tạo nhắc nhở
Chị Lan đảm nhận phần test cài đặt ứng dụng trên máy mới nhe còn a Dũng thì lấy máy đó ra chạy thử mấy cái luồng cơ bản xem ổn k,Giao việc
A Tuấn fwd lại cái slide cho đối tác r nhớ update luôn mấy cái note nãy mình bàn để mọi người có cái file chuẩn check lại lần cuối nha,Giao việc
nhắc Tùng gửi báo cáo kiểm thử máy chủ cho toàn nhóm trước 5h chiều nay,Tạo nhắc nhở
chị Linh book phòng họp thứ 6 này để team ngồi lại sync với nhau nha,Lên lịch họp
review nội dung với danh sách nhận rùi approve để tool tự động bắn mass email quảng cáo đi,Phê duyệt
Linh ơi m gửi t cái plan content q2 trc cuối tuần này nha,Tạo nhắc nhở
Hẹn lịch phỏng vấn bạn C level do headhunter giới thiệu chiều thứ 5 giùm anh.,Lên lịch họp
Tuyến tạo biên bản log lại các sự cố máy móc làm gián đoạn sản xuất tháng này,Soạn báo cáo
Vỹ set lịch 1-1 với bạn intern design để feedback cái portfolio cuối khoá trưa mai.,Lên lịch họp
Cố sắp xếp một buổi ăn trưa làm việc để sửa cái pitch deck gọi vốn vòng Series A vào trưa t3 cho c nha,Lên lịch họp
Bách duyệt chi phí book dancer quay clip tiktok mảng dance cover nha e,Phê duyệt
em đổi lịch phỏng vấn của chị sang 1h30 chiều nay cho khớp với sếp nha,Lên lịch họp
Tú xuất file thẻ bảo hiểm r gửi fax cho nha khoa gấp giùm a,Giao việc
note lại giúp mình là phải cc email cho các giám đốc khi gửi báo cáo tuần nha,Tạo nhắc nhở
Xuất báo cáo tồn kho thực tế ra pdf r email cho quản lý kho khu vực phía nam đi,Gửi/Trả lời email
liễu chốt phương án đổi tuyến đường giao hàng khu vực nội thành trc 3h,Phê duyệt
chị Hương ơi nhờ Duy viết thêm kịch bản test cho mô-đun cookie trên device nhé,Giao việc
A Tuấn nhờ m update cái db trong Admintool nhe r m vô coi cái file ini nó bị sao r nhờ a Minh double check lại code r sửa luôn giùm ổng,Giao việc
Ngà gửi thư kèm theo giấy đề nghị tạm ứng tiền công tác cho kế toán trưởng duyệt,Gửi/Trả lời email
trưa nay book phòng họp để chốt lại cái plan marketing này luôn nhé,Lên lịch họp
Anh chốt lịch gặp sếp Trung với sếp Bảo vào chiều thứ 5 tuần sau nhé,Lên lịch họp
em forward mail đính kèm mấy cái yêu cầu tính năng mới từ khách hàng cho team dev nghen,Gửi/Trả lời email
e hỏi khách xem tầm 2-3h chiều mai có rảnh k để team mình qua demo tính năng mới của app nhe nếu được thì chốt lịch luôn để t chuẩn bị slide,Giao việc
nhớ lưu ý mấy cái risk trong hợp đồng k có lại sinh chuyện nhé,Tạo nhắc nhở
m chỉnh sửa lại cv của ứng viên sao cho sát vs y/c khách hàng nha,Soạn báo cáo
Ân viết báo cáo phân tích lí do lứa nhân viên mới rớt đài ngay trong tuần onboarding nhe,Soạn báo cáo
Ni reply email agency quăng cho họ cái link brief campaign tháng sau,Gửi/Trả lời email
Tuấn ơi xác nhận và approve request cài thêm Photoshop và Illustrator cho nhóm Design nhé,Phê duyệt
"a Nam ơi duyệt cho Đạt xuất báo cáo thống kê dự án USPS nhé, cần gấp",Phê duyệt
anh Dinh soạn file báo cáo pipeline khách hàng b2b quý 3 trc giờ họp chiều nay,Soạn báo cáo
bạn liên hệ lại bên đối tác Accenture để deal lại cái hợp đồng dịch vụ giúp mình,Giao việc
C Trâm hướng dẫn e cách tái hiện cái bug trên môi trường test với,Giao việc
vụ này đợi anh Phúc đi công tác về rồi họp,Lên lịch họp
ae set cái call 15p để resolve mấy cái conflict trên git này nhe,Lên lịch họp
Do chị Thủy về sớm nên chị Trúc đã gửi email để hỏi cập nhật tình trạng tiến độ của phiên bản phần mềm sắp phát hành,Gửi/Trả lời email
Cường confirm cái ngân sách mua bánh trung thu tặng đối tác giùm phòng mua hàng,Phê duyệt
Anh Bách dự định sẽ nhờ các mối quan hệ bên đối tác để xúc tiến thương vụ này và yêu cầu nhóm chuẩn bị hồ sơ năng lực,Giao việc
T đính kèm cái sơ đồ hệ thống duy nhất mà bên mình có cho khách hàng xem rồi đó,Gửi/Trả lời email
Toại xin sếp r gửi c cái sao kê tk vcb trc trưa mai nhe,Tạo nhắc nhở
chị Lan ơi set lịch họp tổng kết quý 3 với ban giám đốc vào cuối tháng này nhé,Lên lịch họp
Trung tạo event calendar cho buổi townhall quý 2 vào chiều t6 tuần này nha e.,Lên lịch họp
edit lại cái text interview 1 tí cho bên HP họ duyệt nha em,Soạn báo cáo
Sếp giải thích rõ hơn cái chỗ đền bù hợp đồng với vụ cổ phiếu giùm em với,Giao việc
Lan duyệt cái layout dàn trang cuốn sổ tay nhân viên mới giùm c,Phê duyệt
Uyên chốt size booth event r gửi thi công trc t2 nha,Tạo nhắc nhở
Team tui đang bàn vụ cung cấp dịch vụ chuyển đổi cho Siratka r nha ae vô họp r góp ý giùm t nhe để t soạn cái plan cho mn coi,Giao việc
Việt đi in 500 bản brochure sự kiện xong mang qa kho trc ngày mai luôn em nha,Tạo nhắc nhở
Mai nhớ gõ thêm mấy cái ký hiệu copyright vô bản draft r gửi c nha,Soạn báo cáo
t duyệt xong cái project i-mode rồi m check lại nha,Phê duyệt
Mai t qua vp gặp trực tiếp team m để bàn về cái proposal mới luôn nhe tiện thể đi ăn trưa vs team luôn cho vui,Lên lịch họp
Dũng gửi mail báo chương trình training mng check xem sao,Gửi/Trả lời email
ae dàn head chốt target doanh thu tháng 12 rùi gửi lại cho t tổng hợp,Phê duyệt
Khoa ơi assign Linh follow up với đối tác đối tác về phản hồi bản đề xuất tuần trước nhé,Giao việc
việc còn lại bây giờ là điều chỉnh lại số liệu quá ảo của hai khách hàng lớn để tránh làm sai lệch số liệu thống kê chung của toàn khu vực,Soạn báo cáo
Thảo fwd mấy cái cv đợt này qua mail cho a xem trc đi,Gửi/Trả lời email
chị soạn giúp em phiên bản mới của tài liệu hướng dẫn sử dụng nha,Soạn báo cáo
như duyệt cái bản vẽ 3D gian hàng triển lãm để bên thi công sản xuất,Phê duyệt
hôm nay t off m nhờ Đức liên hệ với sếp giùm t,Giao việc
Chị nhớ nhắc team Nhật Bản về vụ update server tối nay,Tạo nhắc nhở
c Lan cầm thiệp đi xin thêm chữ ký của mọi người r tiện thể mua cái thẻ quà tặng của thương hiệu mà c Ngọc yêu thích luôn nhe,Giao việc
Sếp Phát duyệt đẩy hết chi phí đi lại cho khách chịu lun r nhe,Phê duyệt
Linh support check lại info hợp đồng r confirm sớm cho t,Giao việc
Tín confirm mấy con số tài chính trong slide pitching gọi vốn trc 2h,Phê duyệt
Tín Soạn thảo tổng kết tiến trình xử lý vụ khủng hoảng PR hqua,Soạn báo cáo
bạn bổ sung thêm mấy cái requirements mới của team marketing vào tài liệu dự án giúp t,Giao việc
viễn confirm lại cái logic tính tiền giảm giá đợt black friday với dev team đi,Phê duyệt
a Minh phân công Hà làm bản tổng hợp phản hồi từ buổi buổi trình diễn với khách hàng khách hàng dược phẩm nhé,Giao việc
em rep mail chốt nhận việc bên cty kia r nha a Tuấn ơi,Gửi/Trả lời email
Add cái link port vào tài liệu thiết kế hệ thống giùm a,Giao việc
anh book lịch họp gấp 15 phút với team để giải quyết cái vụ picklist lỗi này nghen,Lên lịch họp
Nhớ dặn bà Lan rảnh thì gọi điện thoại confirm coi cái Service Pack 4 có dính tới vụ đó k nha r bả rảnh thì bả feedback lại cho team,Tạo nhắc nhở
Anh Việt báo sẽ nghỉ phép hết thứ ba r chỉ định a Hùng làm liên hệ thay thế lúc khẩn cấp nha,Gửi/Trả lời email
sếp xem qua rồi duyệt cái tầm nhìn chiến lược marketing quý 3 em mới làm nha,Phê duyệt
Thảo xem rùi approve bộ test case cho tính năng quên pass đi em,Phê duyệt
lập danh sách các tài khoản lạm dụng mã giảm giá bất thường đợt black friday đi mng,Soạn báo cáo
chị Thảo cảm ơn a Dũng r thừa nhận do lỗi của mình gây ra sự cố nha,Giao việc
Vy m ra tour les jour mua 2 cái bánh kem sinh nhật cho team tháng này đem về trc 2h chiều nha,Tạo nhắc nhở
Sơn vô giải thích giùm 2 ông bên team qa tại sao cái lỗi này nó k xuất hiện trên bản test r nhe r m rảnh thì coi lại cái code cũ xem nó bị gì k,Giao việc
Em email xin chị Oanh thêm cái tài liệu hướng dẫn cài app rồi,Gửi/Trả lời email
Hương xuất hóa đơn cho bên fpt r gửi c trc 3h chieu nay,Tạo nhắc nhở
chị Oanh scan cái giấy phép dkkd gửi mail em để làm hồ sơ thầu nhé,Gửi/Trả lời email
Anh Hải đã lên lịch họp với phía đối tác cung cấp phần mềm để xử lý việc này và anh Đạt yêu cầu phải hoàn thành trước thời hạn đã định,Lên lịch họp
Diệp duyệt báo giá phí kiểm toán độc lập năm nay rùi báo kế toán làm tạm ứng,Phê duyệt
Hẹn team pháp chế họp rà soát lại toàn bộ template hợp đồng thương mại lúc 2h chiều t4.,Lên lịch họp
"Bảo ơi chốt ngày pitching với đối tác lớn chưa, tuần này còn slot nào k",Lên lịch họp
Tuấn rảnh k hỏi bên IT xem tuần sau có thể set up cái FTP site cho team design đc k nhe để tụi nó dễ dàng share mấy file hình chất lượng cao,Giao việc
Hương ơi hỏi Minh xem kịch bản kiểm thử Fidelity đã hoàn thiện chưa nhé,Giao việc
Trâm duyệt ngân sách tổ chức Year End Party năm nay giùm team event,Phê duyệt
Trúc confirm bản plan chạy marketing tổng thể cho mùa black friday trc 5h chiều,Phê duyệt
a Tuấn giao Hương phụ trách mảng testing hiệu năng hệ thống cho dự án khách hàng dược phẩm nhé,Giao việc
Anh Hoàng ráng sắp xếp thời gian làm cái demo cho tool duyệt offline r e sẽ phụ trách phần viết tài liệu hướng dẫn cho hệ thống này luôn nha,Giao việc
chị check với đối tác coi mình nên liên hệ với ai để chuyển cái EP Online qua bên họ nha,Giao việc
Em hỏi lại team R&D xem cái bug 3606 này ai chịu trách nhiệm fix chính vậy,Giao việc
Hạ Soạn thảo đánh giá tình hình sức khoẻ chung của nhân sự cty sau đợt khám định kì,Soạn báo cáo
thi chốt bảng phân ca làm việc dịp lễ 30/4 cho team ops trc cuối tuần nhe,Phê duyệt
A Sơn ráng thu xếp hẹn gặp đại diện cty tài chính tại triển lãm nha,Lên lịch họp
Anh Khoa đề xuất giải ngân sáu ngàn đô la cho chiến dịch gửi email tiếp thị hàng loạt nhằm mục đích thu hút thêm khách hàng tiềm năng,Phê duyệt
Mai email vô group r xin ý kiến về class,Gửi/Trả lời email
team online fix gấp cái lỗi trên đoạn mã kịch bản này giúp e vs nha,Giao việc
Khoa nhớ báo cáo lại kết quả kiểm thử tải cho Việt trước buổi họp chiều thứ 5,Tạo nhắc nhở
a Kiên scan kết quả khám sức khỏe định kì r gửi email cho phòng nhân sự tập hợp,Gửi/Trả lời email
Thành ném email vô group follow up cái bugfix của app r nhe,Gửi/Trả lời email
Anh Khoa yêu cầu nhóm đánh giá kỹ những ảnh hưởng tiêu cực khi tách các đường truyền ra khỏi không gian dùng chung của hệ thống máy chủ,Giao việc
Tuấn type lại quả biên bản họp nãy rồi up lên driver nha,Soạn báo cáo
nhớ note lại mấy cái risk của server đợt này nha ae,Tạo nhắc nhở
Bích set lịch mailchimp gửi voucher cho tập KH cũ trc 10h sáng t6 nghen,Tạo nhắc nhở
mình thấy team đang khá lấn cấn về cái plan marketing tháng sau nên c My xem lại nhé,Giao việc
mình rep mail đối tác chốt vụ Kabira sau cái call hnay luôn nha,Gửi/Trả lời email
chiều cả team vô meeting để mổ xẻ r fix nốt đống bug đó với Kiên nha,Lên lịch họp
ý làm cái email newsletter đính kèm e-book mới gửi list subscriber đi em,Gửi/Trả lời email
Yến duyệt form đề xuất mua văn phòng phẩm quý 2 nhe,Phê duyệt
Khải lập bảng chấm điểm đánh giá KPI của bên PR agency sau 6 tháng hợp tác nha,Soạn báo cáo
Tạo event họp chốt ngân sách chạy ads mảng tiktok shop với trưởng phòng mkt chiều mai.,Lên lịch họp
Hà ơi nhắc Nghĩa kiểm kê tài sản IT trước thứ 6 tuần này nhé,Tạo nhắc nhở
anh duyệt cái bản kế hoạch kỹ thuật này lẹ lẹ để em gửi cho team triển khai,Phê duyệt
Chiều mai 3h sếp Vinh hẹn họp team kế toán chốt sổ cuối năm đó.,Lên lịch họp
Huỳnh tạo cái template biên bản giao ca mới cho bảo vệ tòa nhà đi e,Soạn báo cáo
sếp Hoạt book lịch đi uống vài ly với team vào tối thứ 5 tuần này nha,Lên lịch họp
Bích lên list task mng r tạo file bc workload tuần tới,Soạn báo cáo
m vô tổng hợp lại thông tin đầu mối liên hệ 3 dự án giùm t,Giao việc
Đôn soạn tài liệu tổng hợp những ý kiến đóng góp của nhân viên mới sau 2 tháng thử việc,Soạn báo cáo
